date,underlying,strike,days_to_expiry,option_type,option_price,spot,risk_free_rate,implied_vol,maturity_years,moneyness
2015-01-02,SPX,2200.467112956509,90,c,44.48392892686041,2000.4246481422808,0.03,0.1279493471568947,0.2465753424657534,1.1
2015-01-02,SPX,2400.509577770737,90,c,50.17411034407552,2000.4246481422808,0.03,0.1443160444136505,0.2465753424657534,1.2
2015-01-02,SPX,2500.5308101778514,90,c,49.227645640973,2000.4246481422808,0.03,0.1415937232565395,0.2465753424657534,1.2500000000000002
2015-01-02,SPX,2600.552042584966,90,c,53.35629206964746,2000.4246481422808,0.03,0.1534689696193123,0.2465753424657534,1.3000000000000005
2015-01-02,SPX,2600.552042584966,180,c,69.97513477127538,2000.4246481422808,0.03,0.1423192616151807,0.4931506849315068,1.3000000000000005
2015-01-02,SPX,2500.5308101778514,180,c,73.0372785739118,2000.4246481422808,0.03,0.1485472173936898,0.4931506849315068,1.2500000000000002
2015-01-02,SPX,2400.509577770737,180,c,64.58375599041683,2000.4246481422808,0.03,0.131353980166455,0.4931506849315068,1.2
2015-01-02,SPX,2300.4883453636235,180,c,68.39313059401086,2000.4246481422808,0.03,0.1391016948735609,0.4931506849315068,1.1500000000000004
2015-01-02,SPX,2200.467112956509,180,c,66.72404304491874,2000.4246481422808,0.03,0.1357070132007877,0.4931506849315068,1.1
2015-01-02,SPX,2100.445880549395,180,c,61.36724702542294,2000.4246481422808,0.03,0.1248120680662092,0.4931506849315068,1.05
2015-01-02,SPX,2000.424648142281,180,c,68.78460784970517,2000.4246481422808,0.03,0.1398979027572851,0.4931506849315068,1.0000000000000002
2015-01-02,SPX,1900.4034157351668,180,p,69.90344544556683,2000.4246481422808,0.03,0.1421734559381516,0.4931506849315068,0.9500000000000001
2015-01-02,SPX,1800.3821833280529,180,p,66.1008470649232,2000.4246481422808,0.03,0.1344395230844139,0.4931506849315068,0.9
2015-01-02,SPX,1700.3609509209386,180,p,67.3522848181931,2000.4246481422808,0.03,0.1369847657278885,0.4931506849315068,0.85
2015-01-02,SPX,1600.339718513825,180,p,72.19245026157812,2000.4246481422808,0.03,0.1468289593010696,0.4931506849315068,0.8000000000000002
2015-01-02,SPX,1500.3184861067105,180,p,72.76963333482911,2000.4246481422808,0.03,0.1480028658475931,0.4931506849315068,0.7499999999999999
2015-01-02,SPX,2200.467112956509,45,c,30.69129705067737,2000.4246481422808,0.03,0.1248432817897941,0.1232876712328767,1.1
2015-01-02,SPX,1400.2972536995962,180,p,71.12572277892741,2000.4246481422808,0.03,0.144659390522507,0.4931506849315068,0.6999999999999998
2015-01-02,SPX,2500.5308101778514,120,c,66.56853235130102,2000.4246481422808,0.03,0.1658190985698909,0.3287671232876712,1.2500000000000002
2015-01-02,SPX,2400.509577770737,120,c,56.58960608154586,2000.4246481422808,0.03,0.1409620602621526,0.3287671232876712,1.2
2015-01-02,SPX,2300.4883453636235,120,c,51.0536513947029,2000.4246481422808,0.03,0.1271722562290444,0.3287671232876712,1.1500000000000004
2015-01-02,SPX,2200.467112956509,120,c,52.54083601998068,2000.4246481422808,0.03,0.130876763527916,0.3287671232876712,1.1
2015-01-02,SPX,2100.445880549395,120,c,45.05032167203962,2000.4246481422808,0.03,0.112218242855631,0.3287671232876712,1.05
2015-01-02,SPX,2000.424648142281,120,c,46.26321008669793,2000.4246481422808,0.03,0.1152394911313649,0.3287671232876712,1.0000000000000002
2015-01-02,SPX,1900.4034157351668,120,p,54.61296217205738,2000.4246481422808,0.03,0.1360383327938147,0.3287671232876712,0.9500000000000001
2015-01-02,SPX,1800.3821833280529,120,p,48.58084043168245,2000.4246481422808,0.03,0.1210125998517955,0.3287671232876712,0.9
2015-01-02,SPX,1700.3609509209386,120,p,57.008439958221366,2000.4246481422808,0.03,0.1420053558468345,0.3287671232876712,0.85
2015-01-02,SPX,1600.339718513825,120,p,55.90933494479329,2000.4246481422808,0.03,0.1392675366983141,0.3287671232876712,0.8000000000000002
2015-01-02,SPX,1500.3184861067105,120,p,61.78068539837776,2000.4246481422808,0.03,0.1538927958892998,0.3287671232876712,0.7499999999999999
2015-01-02,SPX,1400.2972536995962,120,p,58.1796706914996,2000.4246481422808,0.03,0.1449228367878988,0.3287671232876712,0.6999999999999998
2015-01-02,SPX,2600.552042584966,120,c,56.20511079200059,2000.4246481422808,0.03,0.1400043004909096,0.3287671232876712,1.3000000000000005
2015-01-02,SPX,2100.445880549395,45,c,31.997796892368584,2000.4246481422808,0.03,0.1301577436590743,0.1232876712328767,1.05
2015-01-02,SPX,2300.4883453636235,90,c,50.86263007179338,2000.4246481422808,0.03,0.1462964371485411,0.2465753424657534,1.1500000000000004
2015-01-02,SPX,1900.4034157351668,45,p,35.03484752073484,2000.4246481422808,0.03,0.1425115834717398,0.1232876712328767,0.9500000000000001
2015-01-02,SPX,1400.2972536995962,21,p,22.884176502073583,2000.4246481422808,0.03,0.1362642192565848,0.057534246575342465,0.6999999999999998
2015-01-02,SPX,2600.552042584966,14,c,15.851772255085455,2000.4246481422808,0.03,0.1156032375879531,0.038356164383561646,1.3000000000000005
2015-01-02,SPX,2500.5308101778514,14,c,18.36773014135171,2000.4246481422808,0.03,0.1339515252498587,0.038356164383561646,1.2500000000000002
2015-01-02,SPX,2400.509577770737,14,c,18.28364958305733,2000.4246481422808,0.03,0.1333383455624004,0.038356164383561646,1.2
2015-01-02,SPX,2300.4883453636235,14,c,18.008737736676302,2000.4246481422808,0.03,0.1313334782843752,0.038356164383561646,1.1500000000000004
2015-01-02,SPX,2200.467112956509,14,c,15.590298327274668,2000.4246481422808,0.03,0.1136963698817211,0.038356164383561646,1.1
2015-01-02,SPX,2100.445880549395,14,c,16.820771879982022,2000.4246481422808,0.03,0.1226699233854113,0.038356164383561646,1.05
2015-01-02,SPX,2000.424648142281,14,c,14.556001134624749,2000.4246481422808,0.03,0.1061534843182408,0.038356164383561646,1.0000000000000002
2015-01-02,SPX,1900.4034157351668,14,p,15.37489131078898,2000.4246481422808,0.03,0.1121254572983084,0.038356164383561646,0.9500000000000001
2015-01-02,SPX,1800.3821833280529,14,p,14.721250269644438,2000.4246481422808,0.03,0.1073586072981497,0.038356164383561646,0.9
2015-01-02,SPX,1700.3609509209386,14,p,17.009281155495337,2000.4246481422808,0.03,0.1240446770857559,0.038356164383561646,0.85
2015-01-02,SPX,1600.339718513825,14,p,16.225492226232596,2000.4246481422808,0.03,0.1183286892233073,0.038356164383561646,0.8000000000000002
2015-01-02,SPX,1500.3184861067105,21,p,22.876101876523705,2000.4246481422808,0.03,0.1362161387610404,0.057534246575342465,0.7499999999999999
2015-01-02,SPX,1500.3184861067105,14,p,19.57746915388136,2000.4246481422808,0.03,0.142773866640741,0.038356164383561646,0.7499999999999999
2015-01-02,SPX,2600.552042584966,7,c,12.635727724615696,2000.4246481422808,0.03,0.1303189073351997,0.019178082191780823,1.3000000000000005
2015-01-02,SPX,2500.5308101778514,7,c,13.160167465102216,2000.4246481422808,0.03,0.1357277302722607,0.019178082191780823,1.2500000000000002
2015-01-02,SPX,2400.509577770737,7,c,13.011307376170636,2000.4246481422808,0.03,0.1341924578638823,0.019178082191780823,1.2
2015-01-02,SPX,2300.4883453636235,7,c,12.834796494546003,2000.4246481422808,0.03,0.1323720082841337,0.019178082191780823,1.1500000000000004
2015-01-02,SPX,2200.467112956509,7,c,11.540072516932373,2000.4246481422808,0.03,0.1190188387840823,0.019178082191780823,1.1
2015-01-02,SPX,2100.445880549395,7,c,11.533545536068653,2000.4246481422808,0.03,0.1189515225967684,0.019178082191780823,1.05
2015-01-02,SPX,2000.424648142281,7,c,13.266630565871807,2000.4246481422808,0.03,0.136825740237827,0.019178082191780823,1.0000000000000002
2015-01-02,SPX,1900.4034157351668,7,p,12.069104487736531,2000.4246481422808,0.03,0.124475023808256,0.019178082191780823,0.9500000000000001
2015-01-02,SPX,1800.3821833280529,7,p,11.180184295813232,2000.4246481422808,0.03,0.115307122232317,0.019178082191780823,0.9
2015-01-02,SPX,1700.3609509209386,7,p,11.918996380501367,2000.4246481422808,0.03,0.1229268799305644,0.019178082191780823,0.85
2015-01-02,SPX,1600.339718513825,7,p,11.801751266916224,2000.4246481422808,0.03,0.1217176693947089,0.019178082191780823,0.8000000000000002
2015-01-02,SPX,2000.424648142281,45,c,29.72673782965565,2000.4246481422808,0.03,0.1209197350451217,0.1232876712328767,1.0000000000000002
2015-01-02,SPX,1400.2972536995962,14,p,19.26269822495436,2000.4246481422808,0.03,0.1404783164715254,0.038356164383561646,0.6999999999999998
2015-01-02,SPX,1600.339718513825,21,p,22.46768912637875,2000.4246481422808,0.03,0.1337842380750842,0.057534246575342465,0.8000000000000002
2015-01-02,SPX,1500.3184861067105,7,p,12.792153556294377,2000.4246481422808,0.03,0.1319322092286595,0.019178082191780823,0.7499999999999999
2015-01-02,SPX,1800.3821833280529,45,p,33.47063792155415,2000.4246481422808,0.03,0.1361488331635215,0.1232876712328767,0.9
2015-01-02,SPX,1700.3609509209386,45,p,32.21989748383353,2000.4246481422808,0.03,0.1310611843536841,0.1232876712328767,0.85
2015-01-02,SPX,1600.339718513825,45,p,34.836671314493934,2000.4246481422808,0.03,0.1417054602271303,0.1232876712328767,0.8000000000000002
2015-01-02,SPX,1500.3184861067105,45,p,33.68936129143348,2000.4246481422808,0.03,0.1370385363016708,0.1232876712328767,0.7499999999999999
2015-01-02,SPX,1400.2972536995962,45,p,36.788087237349686,2000.4246481422808,0.03,0.1496432533918801,0.1232876712328767,0.6999999999999998
2015-01-02,SPX,2600.552042584966,30,c,28.7706876421684,2000.4246481422808,0.03,0.143332872801935,0.0821917808219178,1.3000000000000005
2015-01-02,SPX,2500.5308101778514,30,c,25.220229263326026,2000.4246481422808,0.03,0.1256448214931682,0.0821917808219178,1.2500000000000002
2015-01-02,SPX,2400.509577770737,30,c,28.344632835463464,2000.4246481422808,0.03,0.1412103076350675,0.0821917808219178,1.2
2015-01-02,SPX,1700.3609509209386,21,p,19.178682253731296,2000.4246481422808,0.03,0.1141997905599972,0.057534246575342465,0.85
2015-01-02,SPX,2200.467112956509,30,c,24.44305389877365,2000.4246481422808,0.03,0.1217730065731482,0.0821917808219178,1.1
2015-01-02,SPX,2100.445880549395,30,c,25.69924855594048,2000.4246481422808,0.03,0.1280312507711862,0.0821917808219178,1.05
2015-01-02,SPX,2000.424648142281,30,c,27.09435437885519,2000.4246481422808,0.03,0.1349815373944363,0.0821917808219178,1.0000000000000002
2015-01-02,SPX,1900.4034157351668,30,p,22.354146157129,2000.4246481422808,0.03,0.1113662637329355,0.0821917808219178,0.9500000000000001
2015-01-02,SPX,1800.3821833280529,30,p,28.45817111810624,2000.4246481422808,0.03,0.1417759447316357,0.0821917808219178,0.9
2015-01-02,SPX,2300.4883453636235,30,c,30.197652062941263,2000.4246481422808,0.03,0.1504418759776446,0.0821917808219178,1.1500000000000004
2015-01-02,SPX,1600.339718513825,30,p,24.35556644148349,2000.4246481422808,0.03,0.1213371522500434,0.0821917808219178,0.8000000000000002
2015-01-02,SPX,1700.3609509209386,30,p,26.335122013720337,2000.4246481422808,0.03,0.1311991128179905,0.0821917808219178,0.85
2015-01-02,SPX,1800.3821833280529,21,p,20.568186191528604,2000.4246481422808,0.03,0.1224736154547118,0.057534246575342465,0.9
2015-01-02,SPX,1900.4034157351668,21,p,19.500482805647504,2000.4246481422808,0.03,0.1161159574344848,0.057534246575342465,0.9500000000000001
2015-01-02,SPX,2000.424648142281,21,c,19.709873151653383,2000.4246481422808,0.03,0.1173627758207951,0.057534246575342465,1.0000000000000002
2015-01-02,SPX,2200.467112956509,21,c,20.0143521924195,2000.4246481422808,0.03,0.1191758014617322,0.057534246575342465,1.1
2015-01-02,SPX,2100.445880549395,21,c,22.925475433638,2000.4246481422808,0.03,0.1365101344489119,0.057534246575342465,1.05
2015-01-02,SPX,2400.509577770737,21,c,23.762640294274487,2000.4246481422808,0.03,0.1414950468888829,0.057534246575342465,1.2
2015-01-02,SPX,2500.5308101778514,21,c,21.977457230018903,2000.4246481422808,0.03,0.1308651438876182,0.057534246575342465,1.2500000000000002
2015-01-02,SPX,2600.552042584966,21,c,23.601263954111054,2000.4246481422808,0.03,0.1405341287192096,0.057534246575342465,1.3000000000000005
2015-01-02,SPX,1400.2972536995962,30,p,28.842844586951298,2000.4246481422808,0.03,0.1436923519467152,0.0821917808219178,0.6999999999999998
2015-01-02,SPX,1500.3184861067105,30,p,27.755545216265848,2000.4246481422808,0.03,0.138275528256771,0.0821917808219178,0.7499999999999999
2015-01-02,SPX,2300.4883453636235,21,c,21.69377129770886,2000.4246481422808,0.03,0.129175931165596,0.057534246575342465,1.1500000000000004
2015-01-16,SPX,1529.0965954126254,90,p,54.2895884273376,2038.7954605501675,0.03,0.1532145551130917,0.2465753424657534,0.7499999999999999
2015-01-16,SPX,2548.49432568771,60,c,47.7513813804907,2038.7954605501675,0.03,0.1650498159481076,0.1643835616438356,1.2500000000000002
2015-01-16,SPX,2650.4340987152186,60,c,49.20145178977023,2038.7954605501675,0.03,0.1700618982637234,0.1643835616438356,1.3000000000000005
2015-01-16,SPX,1427.156822385117,90,p,62.07651730517258,2038.7954605501675,0.03,0.1751906075805294,0.2465753424657534,0.6999999999999998
2015-01-16,SPX,1631.036368440134,90,p,57.66504723877145,2038.7954605501675,0.03,0.1627406803808968,0.2465753424657534,0.8
2015-01-16,SPX,2242.6750066051845,90,c,55.47454320743695,2038.7954605501675,0.03,0.1565587012877315,0.2465753424657534,1.1
2015-01-16,SPX,1834.915914495151,90,p,59.72014306288956,2038.7954605501675,0.03,0.1685405142261738,0.2465753424657534,0.9000000000000001
2015-01-16,SPX,1936.8556875226595,90,p,53.37685950826139,2038.7954605501675,0.03,0.1506386771348992,0.2465753424657534,0.9500000000000002
2015-01-16,SPX,2038.795460550168,90,c,57.99261444591829,2038.7954605501675,0.03,0.1636651313735547,0.2465753424657534,1.0000000000000002
2015-01-16,SPX,2140.7352335776764,90,c,61.50902206900139,2038.7954605501675,0.03,0.1735890384278154,0.2465753424657534,1.0500000000000003
2015-01-16,SPX,2446.5545526602014,60,c,46.10143358529304,2038.7954605501675,0.03,0.1593468693097383,0.1643835616438356,1.2000000000000002
2015-01-16,SPX,1732.9761414676425,90,p,54.35554954077065,2038.7954605501675,0.03,0.153400708719007,0.2465753424657534,0.8500000000000001
2015-01-16,SPX,2344.614779632693,60,c,48.853383860677,2038.7954605501675,0.03,0.1688588221228152,0.1643835616438356,1.1500000000000004
2015-01-16,SPX,1732.9761414676425,60,p,50.962625850971,2038.7954605501675,0.03,0.1761492918898381,0.1643835616438356,0.8500000000000001
2015-01-16,SPX,2140.7352335776764,60,c,42.07556910893495,2038.7954605501675,0.03,0.1454317076611079,0.1643835616438356,1.0500000000000003
2015-01-16,SPX,2038.795460550168,60,c,44.15247897416413,2038.7954605501675,0.03,0.1526104233565859,0.1643835616438356,1.0000000000000002
2015-01-16,SPX,1936.8556875226595,60,p,45.4796604484532,2038.7954605501675,0.03,0.1571977473612197,0.1643835616438356,0.9500000000000002
2015-01-16,SPX,1834.915914495151,60,p,47.14072396199446,2038.7954605501675,0.03,0.1629391148203842,0.1643835616438356,0.9000000000000001
2015-01-16,SPX,1631.036368440134,60,p,45.39995693703768,2038.7954605501675,0.03,0.1569222569039966,0.1643835616438356,0.8
2015-01-16,SPX,1529.0965954126254,60,p,46.73256027934591,2038.7954605501675,0.03,0.1615283212736792,0.1643835616438356,0.7499999999999999
2015-01-16,SPX,1427.156822385117,60,p,49.67180335050931,2038.7954605501675,0.03,0.1716876405205246,0.1643835616438356,0.6999999999999998
2015-01-16,SPX,2650.4340987152186,45,c,44.28361976453416,2038.7954605501675,0.03,0.176742741087168,0.1232876712328767,1.3000000000000005
2015-01-16,SPX,2548.49432568771,45,c,45.43902900954271,2038.7954605501675,0.03,0.181354157184725,0.1232876712328767,1.2500000000000002
2015-01-16,SPX,2446.5545526602014,45,c,40.77239386270634,2038.7954605501675,0.03,0.1627288981862241,0.1232876712328767,1.2000000000000002
2015-01-16,SPX,2344.614779632693,45,c,39.336959264410815,2038.7954605501675,0.03,0.1569998578118577,0.1232876712328767,1.1500000000000004
2015-01-16,SPX,2344.614779632693,90,c,55.25138178654992,2038.7954605501675,0.03,0.1559289013793131,0.2465753424657534,1.1500000000000004
2015-01-16,SPX,2242.6750066051845,60,c,45.4813612854647,2038.7954605501675,0.03,0.1572036262034142,0.1643835616438356,1.1
2015-01-16,SPX,2446.5545526602014,90,c,59.17746609396609,2038.7954605501675,0.03,0.1670089864918087,0.2465753424657534,1.2000000000000002
2015-01-16,SPX,2548.49432568771,120,c,76.07164159989745,2038.7954605501675,0.03,0.1859246168567674,0.3287671232876712,1.2500000000000002
2015-01-16,SPX,2650.4340987152186,90,c,58.16743336467401,2038.7954605501675,0.03,0.1641585004271507,0.2465753424657534,1.3000000000000005
2015-01-16,SPX,2650.4340987152186,180,c,88.27282619688164,2038.7954605501675,0.03,0.1761552166298182,0.4931506849315068,1.3000000000000005
2015-01-16,SPX,2548.49432568771,180,c,88.28575233139324,2038.7954605501675,0.03,0.1761810117258085,0.4931506849315068,1.2500000000000002
2015-01-16,SPX,2446.5545526602014,180,c,82.26524123959312,2038.7954605501675,0.03,0.1641666186074454,0.4931506849315068,1.2000000000000002
2015-01-16,SPX,2344.614779632693,180,c,78.92683749168359,2038.7954605501675,0.03,0.1575045770625291,0.4931506849315068,1.1500000000000004
2015-01-16,SPX,2242.6750066051845,180,c,77.36480372135998,2038.7954605501675,0.03,0.1543874184866755,0.4931506849315068,1.1
2015-01-16,SPX,2140.7352335776764,180,c,86.21781552447699,2038.7954605501675,0.03,0.1720542847148637,0.4931506849315068,1.0500000000000003
2015-01-16,SPX,2038.795460550168,180,c,88.59581869414501,2038.7954605501675,0.03,0.1767997730100381,0.4931506849315068,1.0000000000000002
2015-01-16,SPX,1936.8556875226595,180,p,81.61820184187991,2038.7954605501675,0.03,0.1628754017043185,0.4931506849315068,0.9500000000000002
2015-01-16,SPX,1834.915914495151,180,p,75.3045482906746,2038.7954605501675,0.03,0.1502760202530256,0.4931506849315068,0.9000000000000001
2015-01-16,SPX,1732.9761414676425,180,p,80.24159304568143,2038.7954605501675,0.03,0.1601282729314389,0.4931506849315068,0.8500000000000001
2015-01-16,SPX,1631.036368440134,180,p,83.80586250399635,2038.7954605501675,0.03,0.1672410468801979,0.4931506849315068,0.8
2015-01-16,SPX,1529.0965954126254,180,p,96.60406281910832,2038.7954605501675,0.03,0.1927808403377228,0.4931506849315068,0.7499999999999999
2015-01-16,SPX,2548.49432568771,90,c,59.92702606045371,2038.7954605501675,0.03,0.1691243736244575,0.2465753424657534,1.2500000000000002
2015-01-16,SPX,1427.156822385117,180,p,92.07474840645185,2038.7954605501675,0.03,0.1837422449293632,0.4931506849315068,0.6999999999999998
2015-01-16,SPX,2242.6750066051845,45,c,38.65192888876496,2038.7954605501675,0.03,0.1542657961664141,0.1232876712328767,1.1
2015-01-16,SPX,2446.5545526602014,120,c,72.60202115819736,2038.7954605501675,0.03,0.1774446125122527,0.3287671232876712,1.2000000000000002
2015-01-16,SPX,2344.614779632693,120,c,63.1840905936733,2038.7954605501675,0.03,0.1544265062249928,0.3287671232876712,1.1500000000000004
2015-01-16,SPX,2242.6750066051845,120,c,71.20398456207198,2038.7954605501675,0.03,0.1740277095373772,0.3287671232876712,1.1
2015-01-16,SPX,2140.7352335776764,120,c,60.886785845193344,2038.7954605501675,0.03,0.1488117265754244,0.3287671232876712,1.0500000000000003
2015-01-16,SPX,2038.795460550168,120,c,60.12966758945865,2038.7954605501675,0.03,0.146961274571863,0.3287671232876712,1.0000000000000002
2015-01-16,SPX,1936.8556875226595,120,p,66.721389370514,2038.7954605501675,0.03,0.1630719213358047,0.3287671232876712,0.9500000000000002
2015-01-16,SPX,1834.915914495151,120,p,61.69281345124195,2038.7954605501675,0.03,0.1507817165832484,0.3287671232876712,0.9000000000000001
2015-01-16,SPX,1732.9761414676425,120,p,66.05870592149684,2038.7954605501675,0.03,0.1614522748582926,0.3287671232876712,0.8500000000000001
2015-01-16,SPX,1631.036368440134,120,p,67.12153931697365,2038.7954605501675,0.03,0.164049916866282,0.3287671232876712,0.8
2015-01-16,SPX,1529.0965954126254,120,p,78.08123020396614,2038.7954605501675,0.03,0.1908361973536934,0.3287671232876712,0.7499999999999999
2015-01-16,SPX,1427.156822385117,120,p,73.74585724308565,2038.7954605501675,0.03,0.180240230976073,0.3287671232876712,0.6999999999999998
2015-01-16,SPX,2650.4340987152186,120,c,72.92103331566273,2038.7954605501675,0.03,0.1782243013937068,0.3287671232876712,1.3000000000000005
2015-01-16,SPX,2140.7352335776764,45,c,39.485010095324576,2038.7954605501675,0.03,0.1575907514609105,0.1232876712328767,1.0500000000000003
2015-01-16,SPX,1631.036368440134,21,p,28.253850808258363,2038.7954605501675,0.03,0.1650717403780573,0.057534246575342465,0.8
2015-01-16,SPX,1936.8556875226595,45,p,40.6210462399393,2038.7954605501675,0.03,0.1621248465335565,0.1232876712328767,0.9500000000000002
2015-01-16,SPX,2650.4340987152186,14,c,24.261857585892884,2038.7954605501675,0.03,0.1736060121836279,0.038356164383561646,1.3000000000000005
2015-01-16,SPX,2548.49432568771,14,c,23.92343085739612,2038.7954605501675,0.03,0.1711843956795051,0.038356164383561646,1.2500000000000002
2015-01-16,SPX,2446.5545526602014,14,c,22.28552515398548,2038.7954605501675,0.03,0.1594643418256206,0.038356164383561646,1.2000000000000002
2015-01-16,SPX,2344.614779632693,14,c,21.71692565679133,2038.7954605501675,0.03,0.1553957213216865,0.038356164383561646,1.1500000000000004
2015-01-16,SPX,2242.6750066051845,14,c,21.54427697665404,2038.7954605501675,0.03,0.1541603316256877,0.038356164383561646,1.1
2015-01-16,SPX,2140.7352335776764,14,c,21.50881813276243,2038.7954605501675,0.03,0.1539066054440517,0.038356164383561646,1.0500000000000003
2015-01-16,SPX,2038.795460550168,14,c,22.80570172647309,2038.7954605501675,0.03,0.1631864715125671,0.038356164383561646,1.0000000000000002
2015-01-16,SPX,1936.8556875226595,14,p,19.973880454806416,2038.7954605501675,0.03,0.1429233405280429,0.038356164383561646,0.9500000000000002
2015-01-16,SPX,1834.915914495151,14,p,19.838536066155086,2038.7954605501675,0.03,0.1419548821360173,0.038356164383561646,0.9000000000000001
2015-01-16,SPX,1732.9761414676425,14,p,21.857490993693137,2038.7954605501675,0.03,0.156401538271373,0.038356164383561646,0.8500000000000001
2015-01-16,SPX,1631.036368440134,14,p,24.095541817181623,2038.7954605501675,0.03,0.1724159377110943,0.038356164383561646,0.8
2015-01-16,SPX,1529.0965954126254,14,p,22.057008155915984,2038.7954605501675,0.03,0.157829185712344,0.038356164383561646,0.7499999999999999
2015-01-16,SPX,1427.156822385117,14,p,18.94566814635129,2038.7954605501675,0.03,0.1355659550551017,0.038356164383561646,0.6999999999999998
2015-01-16,SPX,2650.4340987152186,7,c,14.550744628632147,2038.7954605501675,0.03,0.1472451262253882,0.019178082191780823,1.3000000000000005
2015-01-16,SPX,2548.49432568771,7,c,15.323243346200393,2038.7954605501675,0.03,0.1550623667914457,0.019178082191780823,1.2500000000000002
2015-01-16,SPX,2446.5545526602014,7,c,13.432480108803569,2038.7954605501675,0.03,0.13592893557137,0.019178082191780823,1.2000000000000002
2015-01-16,SPX,2344.614779632693,7,c,15.27442631271532,2038.7954605501675,0.03,0.1545683666257557,0.019178082191780823,1.1500000000000004
2015-01-16,SPX,2242.6750066051845,7,c,16.214245116720306,2038.7954605501675,0.03,0.1640787897660535,0.019178082191780823,1.1
2015-01-16,SPX,2140.7352335776764,7,c,14.652608080754044,2038.7954605501675,0.03,0.1482759254901852,0.019178082191780823,1.0500000000000003
2015-01-16,SPX,2038.795460550168,7,c,14.975522817369804,2038.7954605501675,0.03,0.1515436360003033,0.019178082191780823,1.0000000000000002
2015-01-16,SPX,1936.8556875226595,7,p,14.85838891219935,2038.7954605501675,0.03,0.1503583085760176,0.019178082191780823,0.9500000000000002
